#{"t_start": 1770202582.7196672, "env_id": "None"}
r,l,t
-527.2064,300,160.774236
-96.41038,300,160.783627
-70.05855,300,160.797559
-554.02905,300,160.800881
-677.1575,300,160.80091
-489.4318,300,160.889517
-318.74976,300,160.89673
-329.45505,300,160.917947
-551.91833,300,160.924525
-341.19824,300,160.960968
-258.80917,300,160.964365
-158.58153,300,160.969802
-291.0617,300,160.969837
-126.13391,300,160.990995
-392.9297,300,161.058227
-472.28833,300,161.063796
-211.72563,300,161.092463
-569.3273,300,161.102206
-42.577938,300,161.115952
-286.56195,300,161.119275
-173.07666,300,161.119303
-276.79413,300,161.209142
-62.698223,300,161.215671
-188.3308,300,161.235647
-358.59714,300,161.242058
-254.0228,300,161.278842
-87.707535,300,161.282203
-356.4936,300,161.287589
-672.6202,300,161.28762
-799.49054,300,161.308726
-415.75867,277,161.360113
-460.27567,300,161.380928
-73.4996,300,161.415307
-1025.3494,300,161.425508
-795.27673,300,161.439938
-470.99747,300,161.44352
-114.724014,300,161.443549
-157.60875,189,161.496028
-135.1732,300,161.537781
-412.18314,300,161.544816
-439.16315,300,161.564922
-434.64932,300,161.571259
-493.48074,300,161.607304
-198.65637,300,161.610661
-715.8023,300,161.616085
-713.5111,300,175.941275
-159.87822,192,175.958116
-311.81036,300,176.011784
-363.4371,300,176.041726
-465.67657,300,176.093843
-369.95605,300,176.104752
-262.41608,300,176.120122
-386.4598,300,176.1235
-398.881,300,176.174287
0.69167113,73,176.198692
-469.88116,300,176.215074
-191.59615,300,176.221156
-345.67508,300,176.239181
-306.03784,300,176.244969
-417.20737,300,176.277915
-418.97766,300,176.280795
-364.24603,300,176.285882
-747.6181,300,176.304628
-182.28818,300,176.316503
-184.57472,300,176.346133
-271.16888,300,176.362647
-217.44876,300,176.393564
-265.84253,300,176.402374
-587.7927,300,176.418338
-461.1046,300,176.46937
-295.5808,300,176.49817
-213.60692,300,176.515522
-763.0878,300,176.522399
-227.69382,300,176.542957
-353.82248,300,176.548811
-203.93289,300,176.584988
-842.5513,300,176.587892
-267.05197,300,176.593087
-637.1243,300,176.613952
-228.30441,300,176.627731
-536.3752,300,176.663161
-197.52274,300,176.682195
-594.87195,300,176.715731
-486.8258,300,176.725309
-283.89194,300,176.74214
-464.4269,300,176.792612
-297.5957,234,176.794983
-111.550995,300,176.816761
-265.8666,300,176.832682
-267.20862,300,176.83902
-646.7661,300,176.858753
-1322.8281,300,176.901233
-371.26096,300,176.90448
-274.80157,300,176.909777
-258.46747,300,176.930498
-167.40367,300,176.944292
-354.00357,300,176.978821
-559.2181,300,177.000326
-441.1622,300,177.035567
-178.74536,300,177.045038
-360.19128,300,177.061996
-337.6152,300,177.112567
-662.6305,300,177.114813
-402.10367,300,177.135003
-235.30972,300,177.150982
-319.36563,300,177.157332
-120.65296,300,177.178359
-326.63403,300,177.235981
-290.07736,300,177.239772
-155.44063,300,177.245473
-350.41272,300,177.268418
-578.19104,300,177.285489
-435.35333,300,177.323373
-340.63028,300,177.342506
-182.1358,300,177.376767
-229.03833,300,177.387402
-380.69925,300,177.404254
-855.1107,300,177.456889
-211.47931,300,177.459152
-594.98157,300,177.48006
-433.38995,300,177.496214
-277.93216,300,177.502164
-357.96356,300,177.52256
-315.9077,300,177.568053
-480.64972,300,177.571461
-924.1635,300,177.576862
-315.83463,300,177.59764
-168.89441,300,177.611281
-208.08656,300,177.645864
-271.4099,300,177.665239
-805.3008,300,177.699125
-425.72357,300,177.708709
-487.71793,300,177.725638
-483.83093,300,177.775817
-101.796295,300,177.778071
-323.01407,300,177.799189
-263.92105,300,177.815317
-82.63309,300,177.821659
-206.95677,300,177.842849
-703.69434,300,177.887757
-323.98755,300,177.891044
5.3390617,108,177.895449
-335.54233,300,177.896575
4.869841,80,177.909204
-120.18405,300,177.917589
-737.8344,300,177.93123
-385.046,300,177.966141
-340.92026,300,177.984956
-117.160286,300,178.025265
-433.2196,300,178.037656
-463.077,300,178.057285
-44.66915,300,178.114468
-628.5874,300,178.142564
-973.285,300,178.159056
-797.10095,300,192.566882
-410.0863,300,192.618357
-565.2992,300,192.622262
-411.72403,300,192.627496
-80.73516,300,192.628989
-558.3514,300,192.644452
-748.34656,300,192.655432
-756.20074,300,192.679321
-588.1138,300,192.729267
-222.83725,300,192.751901
-155.65323,300,192.786795
-352.8709,300,192.796044
-1044.6031,300,192.812881
-861.0534,300,192.869698
-585.5854,300,192.895997
-45.46384,300,192.912441
-76.66614,300,192.940267
-331.98834,291,192.977587
-92.71243,300,192.979397
-1067.3162,300,192.98221
-71.47449,300,192.986749
-1092.3953,300,192.997545
-167.03957,300,193.004858
-294.02982,300,193.016688
-171.29794,300,193.046628
-285.7805,300,193.063073
-326.9175,300,193.093503
-211.92839,300,193.101649
-340.73352,300,193.116285
-783.2891,300,193.158885
-141.6979,300,193.179581
-229.08212,300,193.192944
-326.07404,300,193.215152
-157.96683,300,193.252302
-221.24472,300,193.25432
-610.4483,300,193.257267
-232.79054,300,193.262022
-179.2141,300,193.272902
-16.579847,300,193.280377
-86.64671,300,193.29211
-245.0949,300,193.321482
-92.926926,300,193.337626
-398.36014,300,193.366151
-688.8052,300,193.374825
-242.55313,300,193.39046
-187.32909,300,193.436671
-280.78912,300,193.456845
-350.82938,300,193.472189
-541.7604,300,193.498564
-632.05194,300,193.536482
-420.091,300,193.538416
-76.370476,300,193.541309
-356.76196,300,193.545766
-660.1552,300,193.55662
-64.929,300,193.564104
-1085.504,300,193.5757
-369.18137,300,193.608426
-120.651375,300,193.624323
-271.34427,300,193.653919
-313.8092,300,193.662391
-10.382775,203,193.666255
-1227.6257,300,193.67711
-740.75226,300,193.723621
-350.66388,300,193.7456
-771.13885,300,193.784792
-666.0581,300,193.821318
-167.39949,300,193.823585
-539.6061,300,193.82679
-379.31012,300,193.832028
-42.176033,300,193.843928
-436.8616,300,193.851404
-382.30112,300,193.864983
-439.52744,300,193.902687
-278.8653,300,193.920898
-297.0111,300,193.951921
-578.19543,300,193.961028
-135.77826,300,193.965152
-236.4088,300,193.977568
-615.79987,300,194.024387
-1075.8138,300,194.045359
-1282.403,300,194.084354
-768.49384,300,194.127144
-179.90848,300,194.129663
-368.29593,300,194.133475
-187.1176,300,194.139526
-466.20242,300,194.152173
-1027.2965,300,194.160718
-20.333652,300,194.173001
-78.78856,300,194.208802
-238.34567,300,194.227897
-261.87335,300,194.257263
-255.58653,300,194.265928
-515.6232,300,194.269996
-85.83715,300,194.281924
-71.4546,300,194.331096
-1011.45215,300,194.358003
-291.29532,300,194.404378
-399.46405,269,194.413327
-5.420324,191,194.426163
-160.93901,300,194.43995
-491.30597,300,194.444952
-87.640945,300,194.450439
-208.97539,300,194.462871
-239.14442,300,194.472331
-111.22218,189,194.482821
-187.40604,300,194.485964
-523.3378,300,194.518554
-626.67816,300,194.56634
-444.33142,300,194.575549
-62.93692,300,194.579621
-293.63406,300,194.635924
-126.81694,300,209.038017
-237.41144,300,209.086922
-350.3701,300,209.09964
-406.13815,300,209.122268
-286.08255,300,209.1434
-232.8915,300,209.149983
-168.69125,300,209.156317
-168.34328,300,209.17118
-470.29208,300,209.181155
-256.54498,300,209.193352
-263.7936,300,209.197105
-236.70995,300,209.234525
-353.591,300,209.287708
-425.2341,300,209.29753
-181.15201,300,209.301721
-222.20338,300,209.361893
-232.746,300,209.383635
-260.03265,300,209.42344
-254.89034,300,209.433558
-140.15254,300,209.447253
-266.3723,300,209.462322
-285.45245,300,209.46751
-295.50775,300,209.472703
-179.50261,300,209.485972
-439.04004,300,209.493814
-407.2445,300,209.50494
-248.79752,300,209.508136
-150.99803,300,209.541953
-69.98792,300,209.59088
-823.28503,300,209.601996
-869.53516,300,209.606489
-7.1234426,177,209.647085
-665.0175,300,209.669934
-426.78094,300,209.69385
-285.22766,300,209.736791
-835.2472,300,209.747338
-81.26857,300,209.762089
-488.07758,300,209.783148
-143.81514,300,209.788509
-302.2381,300,209.801241
-368.25558,300,209.809708
-293.30716,300,209.820795
-262.9492,300,209.82408
-313.61728,300,209.858434
-519.85504,300,209.910184
-237.29965,300,209.919754
-30.977146,216,209.921953
-370.73743,300,209.923882
-426.16837,300,209.965513
-494.87613,300,209.989689
-1.6739515,139,210.006946
-168.24763,300,210.052205
-66.94149,300,210.062374
1.4204388,136,210.064538
-226.21931,300,210.076582
-69.089325,269,210.090169
-169.78632,300,210.096082
-86.47047,300,210.101086
-179.11063,300,210.112242
-298.33316,300,210.129589
-359.86493,300,210.132778
-244.7538,300,210.219242
-440.82263,300,210.22827
-72.99669,300,210.231911
-1034.0116,300,210.268877
-182.00565,300,210.293043
-507.78064,300,210.311666
-262.8185,220,210.328029
-193.08638,300,210.362448
-613.1267,300,210.375391
-261.37643,300,210.378562
-789.15704,300,210.390837
-163.2659,300,210.404071
-343.19827,300,210.410093
-110.93766,300,210.426743
-327.36063,300,210.444126
-149.82178,300,210.447097
-787.82745,300,210.525628
-215.30551,300,210.53643
-192.22693,300,210.540804
9.328349,104,210.546181
-36.531757,300,210.577745
-176.77895,300,210.598127
-373.64328,300,210.612947
-117.473526,300,210.626747
-851.6337,300,210.655792
-446.55194,300,210.665434
-720.568,300,210.66752
-565.6282,300,210.678537
-328.70438,300,210.691692
-992.1265,300,210.696955
-256.22586,300,210.713925
-146.49828,300,210.736506
-488.94077,300,210.811413
-624.1922,300,210.819402
-605.3622,300,210.823141
-449.3949,300,210.827887
-162.34592,283,210.841567
-473.74387,279,210.858352
-292.5683,300,210.891762
-125.922165,300,210.905239
-536.32245,300,210.93626
-210.2057,300,210.944987
-356.54218,300,210.946835
-281.637,300,210.957356
-250.43387,300,210.969741
-135.74326,300,210.975296
-402.21286,300,210.99141
-2.0249617,200,210.995183
-1088.0144,300,211.009856
-221.33405,204,211.077667
-118.574875,300,211.092181
-88.70388,300,211.095981
-631.88477,300,211.100656
-173.41176,300,225.142898
-342.60278,300,225.164666
-82.283485,300,225.228869
-139.89813,300,225.276254
-323.62848,300,225.289104
-396.82013,300,225.29169
-834.2228,300,225.306426
-621.10315,300,225.324121
-936.5313,300,225.331962
-66.676704,300,225.349958
-231.54842,300,225.354348
-181.94846,300,225.372145
-351.85663,257,225.407602
-302.34476,300,225.469557
-101.878624,300,225.473569
-110.641365,300,225.478536
-285.78766,300,225.493562
-64.746826,300,225.510729
-276.57312,217,225.552155
-598.75995,300,225.559708
-197.65353,300,225.58883
-204.83504,300,225.597838
-331.0031,300,225.59978
-83.66673,300,225.611114
-254.31638,300,225.623977
-70.05419,300,225.645679
-130.3684,300,225.649443
-364.1896,300,225.664686
-73.2466,300,225.694283
-101.40974,242,225.695361
-162.37973,300,225.758148
-81.87664,219,225.760721
-285.65283,300,225.763997
-150.02452,183,225.775783
-155.31303,300,225.77994
-90.02198,300,225.796814
-163.95981,300,225.845029
-111.70902,300,225.873796
-183.4112,300,225.882831
-254.04677,300,225.895618
-166.47333,300,225.909374
-521.6485,300,225.932226
-414.69684,300,225.936263
-423.92993,300,225.951935
-217.71617,201,225.96511
-463.3185,300,225.983201
-135.48108,300,225.984364
-339.40475,300,226.043809
-396.1675,300,226.045973
-205.01271,300,226.049117
-591.7449,300,226.065313
-805.9261,300,226.082468
-555.4579,300,226.134021
-221.98262,300,226.166136
-104.10138,300,226.176492
-371.90594,300,226.190981
-219.0726,300,226.205772
-552.10706,300,226.22968
-221.20839,300,226.23402
-170.49841,300,226.252429
-252.0956,300,226.267982
-598.05084,300,226.289189
-759.36993,300,226.290445
-709.7653,300,226.35579
-267.86108,300,226.358087
-475.9465,300,226.361414
-489.34256,300,226.378269
-207.97914,300,226.397134
-574.11115,300,226.451369
-1324.959,300,226.483747
-160.63844,300,226.494241
-46.419353,300,226.509135
-297.5229,300,226.525456
-438.1335,300,226.549559
-810.6982,300,226.553911
-184.35127,300,226.571766
-728.06506,300,226.586916
-189.51381,300,226.606606
-391.8625,300,226.607866
2.33154,62,226.651503
-197.47527,300,226.672295
-885.17786,300,226.674731
-373.04492,300,226.678039
-157.5983,300,226.694562
-250.07669,300,226.713319
-292.50323,300,226.766703
-171.25009,300,226.800646
-535.7801,300,226.812289
-945.28656,300,226.82777
-231.5144,300,226.842544
-201.64977,300,226.866552
-317.22522,300,226.871044
-291.00687,300,226.889741
-121.65315,300,226.925957
-1387.808,300,226.927223
-159.85191,242,226.931557
-708.312,300,226.971141
-300.7134,300,226.994148
-1042.9838,300,226.997461
-55.57663,300,227.014245
-145.07759,300,227.033208
-476.18823,300,227.08763
-433.84784,300,227.119791
-240.08417,300,227.130296
-262.18362,300,227.145201
-178.32574,300,227.159566
-94.895515,300,227.184015
-110.025665,300,227.188373
-272.9955,300,227.206219
-133.02502,286,227.231143
-276.85992,300,227.240476
-129.86974,300,227.241686
-89.298615,300,241.756567
-621.82654,300,241.783805
-435.25403,300,241.787737
-244.70667,300,241.807641
-849.96747,300,241.835069
-964.27655,300,241.903933
-54.229034,275,241.911756
-1148.5535,300,241.951905
-212.93245,300,241.966281
-371.58374,265,241.97256
-85.66115,300,241.980704
-23.629417,185,241.986076
-83.76559,300,242.006122
-46.393475,248,242.008594
-256.74255,300,242.029725
-349.13187,300,242.058445
-257.87338,300,242.070489
-554.66284,300,242.139061
-1045.2443,300,242.141995
-195.26456,300,242.158053
-192.27191,300,242.175206
-546.6055,300,242.224646
-207.51013,300,242.230448
-248.64206,300,242.26364
-221.00516,300,242.276566
-732.9405,300,242.282108
-84.59468,275,242.287578
-504.51486,300,242.289378
-122.84211,300,242.293884
-825.26733,300,242.311884
-420.0966,300,242.329242
-306.9191,300,242.354201
-506.17474,300,242.364891
-366.60806,300,242.428996
-379.0248,300,242.432301
-218.6005,209,242.433482
-40.567513,300,242.448637
-97.50459,300,242.466826
-31.20506,112,242.478192
-280.15042,215,242.507873
-75.504364,300,242.51937
-832.16125,300,242.562181
-127.813416,248,242.563393
-622.16235,300,242.576956
-107.81237,300,242.583258
-820.80273,300,242.589945
-374.5702,300,242.592209
-568.17676,300,242.641575
-1027.4368,300,242.668828
-559.6339,300,242.74773
-593.696,300,242.75106
-428.2423,300,242.752277
-377.0695,300,242.767835
-170.5277,300,242.786659
-234.02837,300,242.798112
-907.08246,300,242.829116
-838.62317,300,242.840566
-523.2721,300,242.885799
-841.56714,300,242.887114
-255.64464,300,242.901779
-221.87187,300,242.908605
-174.02983,300,242.914808
-224.43446,300,242.91704
-44.647205,160,242.919315
-36.969704,194,242.958828
-256.64725,300,242.963044
-235.12933,300,242.987916
-215.46657,300,243.068777
-119.250465,172,243.068826
-101.29364,157,243.083384
-187.28645,300,243.085525
-588.0437,300,243.104259
-434.1836,300,243.115812
-132.45729,300,243.146493
-163.83849,300,243.158163
-250.15503,300,243.200989
-8.190706,213,243.210548
-211.19072,300,243.215734
-297.1145,300,243.222079
-143.82324,300,243.228596
-668.2754,300,243.231056
-283.421,300,243.273376
-268.65726,300,243.278026
-72.79824,229,243.310512
-226.83842,300,243.38795
-548.8387,292,243.400791
-1291.4366,300,243.410275
-572.24603,300,243.439962
-209.97392,300,243.453005
-237.32596,300,243.488921
-420.82672,300,243.501333
-394.39276,261,243.525355
-228.69327,300,243.545268
-367.8617,300,243.554932
-286.5896,300,243.560431
-676.04266,300,243.572993
-423.94867,300,243.575227
-111.531784,262,243.581636
-90.28247,300,243.61666
-122.0137,164,243.619963
-216.00761,300,243.652423
-63.86904,262,243.701868
-515.13025,300,243.726416
-634.07324,300,243.734761
-386.84515,300,243.77257
-65.21174,138,243.79588
-155.1422,300,243.804326
-193.98038,300,243.815898
-348.1173,300,243.838802
-649.4679,300,243.858616
-271.43323,275,243.867997
-233.91975,300,243.868032
-119.81256,300,243.873276
-195.90213,300,243.885733
-738.3123,300,243.887972
-666.244,300,243.930247
-389.77936,300,243.933712
-175.31708,178,258.402776
-17.966005,300,258.447738
-288.12418,238,258.460868
-781.0687,300,258.489493
-356.82248,300,258.501249
3.2841685,60,258.54243
-916.32153,300,258.586186
-72.24553,230,258.594364
-303.585,300,258.597595
-97.61439,250,258.602889
-911.71893,300,258.620599
-281.537,287,258.627947
-185.07555,216,258.627985
-410.3876,300,258.653568
-197.60132,300,258.653615
-600.0197,300,258.675641
-173.27931,300,258.718976
-221.83513,229,258.735703
-905.7948,300,258.768126
-494.8459,298,258.821104
-141.83965,300,258.831241
-168.72458,241,258.855112
-208.58818,300,258.859185
-53.794296,142,258.877151
-223.62161,300,258.897754
-565.8749,300,258.905877
-136.98924,300,258.909092
-335.89938,276,258.913352
-1043.6819,300,258.930045
-95.20109,300,258.9357
-73.71307,300,258.957057
-55.186085,300,258.957106
-179.0505,300,258.97749
-360.17252,300,259.01811
-84.37898,173,259.032524
-189.53403,300,259.069743
-124.50173,252,259.083587
-54.40906,140,259.099227
-963.1215,300,259.121746
-161.01099,227,259.134083
-395.18982,251,259.149759
-550.3718,300,259.155803
-573.28644,300,259.179202
-86.96304,300,259.211574
-818.1118,300,259.216098
-100.191734,300,259.234581
-315.3891,300,259.241035
-568.3975,300,259.263808
-236.21255,300,259.28421
-202.2821,296,259.322012
-79.67212,300,259.340815
-781.512,300,259.379279
-282.6318,300,259.396008
-133.87083,257,259.404225
-776.12244,300,259.414313
-187.02394,300,259.438786
-723.4542,300,259.468714
-239.62521,300,259.47574
-549.58527,300,259.500839
-140.95247,287,259.521646
-54.96891,300,259.540117
-228.61465,300,259.560052
-99.998405,300,259.566788
-270.10855,300,259.58955
-167.9703,300,259.609486
-204.75185,300,259.646904
-109.08898,300,259.665916
-33.928135,164,259.675519
-174.94443,300,259.705666
-28.963493,300,259.722541
-183.61403,300,259.728635
-71.7422,300,259.736413
-272.45126,300,259.756308
-397.53387,300,259.783149
-217.39406,300,259.792004
-1023.5817,300,259.828878
-368.1756,244,259.836248
-184.46854,300,259.84647
-56.947052,237,259.848722
-124.952705,191,259.8571
-129.12627,300,259.865451
-444.3643,300,259.871896
-74.10332,250,259.927618
-282.7201,300,259.951496
-859.52075,300,260.006754
-46.785812,300,260.021586
-167.74294,300,260.029336
-206.64151,300,260.03886
-409.87488,300,260.060993
-42.429893,300,260.085245
-450.23325,300,260.091493
-363.06918,300,260.134586
-374.2024,300,260.142412
-207.24438,300,260.153286
-758.89233,300,260.155092
-287.9991,300,260.162523
-378.23074,300,260.170079
-397.0037,300,260.176372
-223.86128,300,260.236188
-229.27771,300,260.26395
-116.74751,272,260.295914
-285.20248,300,260.345948
-152.16667,300,260.354662
-95.63621,194,260.3547
-105.6291,154,260.356191
-425.17828,300,260.365642
-561.3415,300,260.393606
-8.730699,148,260.415045
-401.72308,300,260.426712
-34.127174,300,260.434447
-139.29077,300,260.487936
-170.30862,298,260.497213
-162.27719,300,260.50222
-306.5728,300,260.511979
-797.3825,300,260.519679
-101.06231,173,260.554511
-98.56747,300,275.590991
-326.03055,300,275.629705
-134.93518,300,275.689809
-316.0519,300,275.699172
-134.59654,300,275.700699
-112.852325,300,275.71166
-611.9776,300,275.737713
-465.6154,266,275.737766
-396.9519,300,275.758632
7.362185,51,275.762528
-248.41844,231,275.767767
-407.18878,300,275.771554
-328.4593,300,275.838526
-29.302082,124,275.843851
-92.67992,300,275.848445
-270.03598,300,275.860955
-419.41943,300,275.869229
-153.25781,279,275.881488
-270.37415,300,275.956768
-630.8279,300,275.984604
-346.16284,220,276.014442
-16.705587,173,276.021469
-748.7443,300,276.036185
-671.18506,300,276.045702
-481.3453,275,276.064115
-539.6818,300,276.068475
-247.55658,300,276.068522
-66.368256,300,276.088228
-185.38446,214,276.094702
-112.103546,300,276.095809
-315.0819,300,276.158185
-399.45367,300,276.162515
-517.8015,289,276.163678
-155.00197,300,276.193728
-48.332428,123,276.195921
-129.8654,217,276.209064
-71.74169,173,276.214923
-316.41525,294,276.259959
-43.004494,156,276.314481
-159.5245,300,276.320232
-107.95543,300,276.327365
-209.0518,300,276.352094
-539.34033,300,276.373566
-221.51979,300,276.378654
-558.459,300,276.396261
-78.6875,300,276.402106
-438.1938,300,276.403233
-123.64605,251,276.458559
-130.91623,300,276.47784
-477.70276,300,276.479088
-65.390884,249,276.479129
-364.3705,300,276.510992
-171.47029,300,276.526247
-390.94305,300,276.578767
-84.226425,139,276.628105
-533.2344,284,276.637529
-986.7553,300,276.64082
-57.783146,300,276.648022
-78.477036,233,276.651472
-78.26697,275,276.653642
-129.08401,190,276.682449
-135.25954,212,276.687628
-439.39297,300,276.697715
-180.82387,300,276.701877
-317.13312,300,276.729805
-729.23364,300,276.731105
-204.79846,261,276.759108
-418.18997,288,276.82159
-26.176664,122,276.830431
-41.6565,177,276.837322
-33.273643,300,276.848226
-232.45242,201,276.855626
-135.1862,300,276.899442
-84.966286,205,276.917991
-304.62976,300,276.943268
-138.89984,300,276.952373
-301.62534,300,276.965136
-492.93643,300,276.967978
-754.8526,300,276.996285
-234.16243,300,277.001653
-174.30054,300,277.038788
-203.9278,300,277.039991
-554.86957,285,277.051111
-201.5601,247,277.071728
-43.173138,183,277.085563
-104.512535,253,277.104865
-85.928154,282,277.11638
-225.39499,300,277.142106
-31.453,300,277.160624
-272.91974,222,277.169593
-801.642,300,277.221298
-46.5356,170,277.240978
-108.17979,300,277.253521
-163.63797,224,277.263297
-580.30566,300,277.265222
-146.40283,298,277.265253
-862.574,300,277.294804
-463.9223,300,277.299916
-110.40594,215,277.329989
-37.33501,114,277.333928
-498.65784,300,277.33881
-145.27724,300,277.350636
-71.16,225,277.380147
-358.63004,300,277.382043
-256.11267,300,277.399235
-44.056408,148,277.408288
-90.010796,155,277.414712
-299.5038,300,277.432596
-179.55745,300,277.457499
-58.945423,118,277.488635
-249.52545,218,277.500669
-257.70282,300,277.526084
-757.9693,300,277.539235
-150.98064,300,277.549414
-120.88929,247,277.583204
-287.25464,300,277.586029
-119.41123,201,277.590372
-204.93132,197,277.59664
-192.982,300,277.614801
-289.33975,300,277.618575
-228.0701,300,277.623456
-180.15417,287,277.655617
-435.37445,300,292.404001
-58.910637,127,292.424538
-97.250175,141,292.437369
-45.92405,300,292.439294
-211.509,300,292.484419
-241.46335,215,292.487151
-863.92773,300,292.535969
-309.08865,300,292.552191
-350.4331,252,292.554861
-161.95192,234,292.579695
-651.2639,300,292.588696
-139.04912,172,292.659026
-123.13524,270,292.659115
-803.8992,300,292.666798
-456.21268,273,292.668063
-284.63818,300,292.687527
-224.70352,216,292.695075
-62.9012,205,292.702177
-232.43243,300,292.730287
-471.75253,261,292.783792
-317.62872,266,292.790657
-1049.8365,300,292.795711
-275.88483,207,292.803955
-330.09454,229,292.819654
-17.374432,164,292.847409
-140.05525,300,292.854041
-966.3851,300,292.867699
-29.49688,300,292.869669
-66.881355,154,292.879423
-179.78229,251,292.943045
-673.6817,287,292.946732
-428.86697,300,292.951259
-194.62523,300,292.951289
-543.1119,300,292.957703
-201.23961,300,292.981448
-28.111153,98,293.03531
-166.54474,186,293.038207
-11.834378,115,293.047678
-4.0507565,110,293.051433
-127.81194,300,293.064247
-161.49295,300,293.07067
9.243068,39,293.071742
-131.96048,300,293.075899
-437.1703,281,293.080872
-278.29483,220,293.081897
-143.78786,300,293.083781
-693.47614,300,293.133406
-115.047554,300,293.141911
-233.9295,300,293.157636
-102.64968,245,293.195388
-73.99524,300,293.268138
-321.44403,229,293.289216
-78.652626,300,293.297962
-32.301163,226,293.336837
-464.35312,273,293.354361
-487.9094,300,293.379144
-746.8111,300,293.396741
-218.81529,293,293.397971
-626.38477,300,293.403924
-75.48396,300,293.408867
-334.728,300,293.414338
-62.95717,300,293.416335
-115.80281,292,293.452502
-174.26862,300,293.466729
-403.75806,300,293.482758
-233.63216,300,293.515421
-57.88345,176,293.569292
-713.0563,300,293.576012
-1055.6722,300,293.594304
-207.105,300,293.602452
-215.32484,275,293.61195
-273.33798,300,293.654057
-223.28976,203,293.656229
-148.75256,300,293.678057
-252.35106,216,293.685363
-551.6716,277,293.691413
-640.58563,300,293.696536
-558.62585,300,293.703839
-736.8396,300,293.709001
-212.39128,300,293.716774
-103.444084,300,293.78304
-762.9592,300,293.815002
-59.721134,270,293.847448
-704.8675,300,293.871631
-283.31885,276,293.888726
-236.6125,300,293.895162
-672.41455,300,293.903291
-168.24696,230,293.919293
-247.35988,300,293.95121
-152.3104,300,293.953295
-13.172537,181,293.961433
-228.35013,300,293.973274
-122.52369,300,293.979783
-629.46783,300,293.990233
-681.4689,300,293.997232
-185.82764,297,293.99943
-798.18207,300,294.010984
-9.513141,157,294.024461
-113.20761,233,294.043986
-43.55753,115,294.066831
-331.4658,300,294.143852
-193.054,300,294.181438
-299.0054,300,294.188177
-235.38011,300,294.195686
-1003.19714,300,294.2113
-39.086903,173,294.213246
-45.670097,246,294.240294
-722.2365,300,294.246484
-837.8581,300,294.256948
-41.636524,282,294.259353
-187.84068,269,294.267061
-244.77803,300,294.271967
-364.0505,300,294.292646
-159.75348,300,294.315551
-1156.6539,300,294.330807
-565.15784,300,294.375641
-103.34607,161,294.388794
-228.75554,211,294.406572
-297.43378,236,294.448481
-32.333996,300,294.456771
-169.2517,291,294.49764
-467.72134,300,294.53219
-589.8791,293,309.462247
-498.1067,273,309.468902
-728.4725,300,309.4795
-320.65,300,309.49263
-199.17215,300,309.49558
-254.1586,238,309.497087
-160.00407,300,309.510203
-131.6846,300,309.53376
-125.48171,228,309.553936
-450.09198,300,309.558962
-49.20411,259,309.578197
-211.26051,238,309.588132
-102.391624,203,309.595185
-9.649623,145,309.677092
-38.38477,147,309.680277
-147.2078,300,309.71746
-218.7475,300,309.75832
-66.65331,164,309.766264
-295.01184,220,309.769749
-216.06339,291,309.785264
-412.30072,261,309.799775
-353.90546,278,309.806492
-156.1061,292,309.807494
-278.31708,231,309.820084
-245.30011,300,309.820118
-289.55136,241,309.826223
-511.18903,300,309.867838
-169.89886,300,309.908697
-16.97971,131,309.912685
-437.32413,300,309.913653
-393.2908,234,309.949946
-34.13937,281,309.962178
-68.599396,180,309.971246
-143.60892,154,309.972197
-753.62213,300,309.976748
-253.61008,220,309.982327
-63.00176,158,310.015009
-265.86102,272,310.020777
-76.188255,124,310.023734
-617.44403,284,310.039415
-6.1655436,76,310.053401
-463.90552,268,310.059829
-70.009285,267,310.059873
-33.712513,123,310.086071
-309.95282,286,310.089101
-291.21146,300,310.102255
-126.56489,209,310.107173
-256.07495,222,310.120713
-180.91931,229,310.162359
-66.459625,194,310.218867
-384.94296,300,310.24056
-126.43507,286,310.242809
-138.94841,300,310.25114
-151.3184,260,310.266566
-332.66852,275,310.271916
-147.82626,295,310.296438
-390.91284,256,310.298288
-37.51625,212,310.300119
-109.62871,278,310.311978
-295.21817,219,310.325032
-162.30142,300,310.34075
-31.74613,113,310.348194
-606.9444,284,310.352592
-108.32343,158,310.369016
-162.1302,300,310.371031
-537.05554,287,310.377021
-107.8865,148,310.414261
-46.611897,168,310.427358
-379.0773,294,310.440784
-80.32342,157,310.446496
-90.92402,180,310.471154
-831.17114,300,310.525517
-307.4534,300,310.534246
-167.49495,226,310.539131
-309.4131,267,310.551708
-104.46677,205,310.565281
-145.23111,300,310.596509
-248.28418,272,310.605084
-146.014,247,310.610415
-467.88132,261,310.618692
-118.576195,285,310.630857
-643.6175,299,310.632812
-188.41035,199,310.681052
-1.8815006,66,310.681101
-491.19208,258,310.71313
-66.00398,275,310.715643
-166.09952,300,310.72837
-101.69323,293,310.759413
-47.42478,122,310.762593
-35.12101,153,310.788635
-108.67175,240,310.793137
-117.72217,243,310.824641
-146.88551,253,310.850156
-487.87335,289,310.859466
-24.904501,297,310.862438
-96.49076,142,310.865359
-206.16649,196,310.892796
-115.50669,172,310.908317
-245.44122,271,310.930171
-265.29068,219,310.945334
-923.2722,300,310.952266
-385.86798,259,310.957694
-263.39896,300,310.960778
-322.2643,216,310.981108
-105.58681,191,310.985016
-409.2415,232,310.999647
