#{"t_start": 1770202582.7196672, "env_id": "None"}
r,l,t
-22.179613,146,311.005726
-5.2255025,128,311.022427
-318.2341,234,311.03294
-252.66908,199,311.064911
-56.454727,251,311.080945
-139.76718,258,311.12701
-93.851944,218,311.150237
-495.6611,300,311.153164
-133.88434,251,311.162511
-162.28824,205,311.164519
-48.622643,115,311.194105
-105.8969,224,311.20909
-187.46935,261,311.213325
-454.98013,280,311.224864
-524.64294,263,311.24282
-89.03509,293,311.251327
-446.65866,262,311.259884
-48.20729,129,311.277801
-21.309584,300,311.30492
-290.54453,289,311.310837
-906.2792,300,311.331477
-321.9399,280,311.340996
-8.264438,112,311.354609
-431.53564,271,311.418292
-294.81366,300,311.423151
-76.87469,216,311.42839
-734.2158,300,311.457368
-604.2693,300,311.459501
-505.11862,267,311.472579
-480.81204,300,311.488573
-24.998943,157,311.49435
-346.31845,300,311.518195
-376.23816,300,326.161431
-180.3437,300,326.177876
-23.0598,100,326.177966
-61.763615,262,326.197929
-120.8408,295,326.20172
-214.02351,300,326.240129
-755.1297,299,326.270414
-337.02112,300,326.301444
-12.649712,96,326.304123
-363.69974,242,326.313977
-161.2226,189,326.333078
-566.3706,288,326.360562
-116.70493,187,326.365981
-196.0713,300,326.384179
-75.97882,180,326.3885
-131.28981,245,326.399899
-84.145966,280,326.411793
-193.96408,300,326.41602
-3.5007067,122,326.437845
-307.3291,270,326.500045
-18.933529,98,326.508497
-716.45447,300,326.515993
-186.1851,300,326.526945
-22.02558,142,326.539332
-698.0468,300,326.55842
-141.98775,185,326.569937
-152.25284,214,326.574667
-449.10025,296,326.580776
-286.78986,229,326.593391
-84.47895,266,326.599707
-87.415535,194,326.605136
-130.93587,300,326.606988
-107.50264,300,326.616164
-156.73318,230,326.657051
-739.18365,300,326.673976
-30.917164,113,326.7031
-292.2657,235,326.72778
-156.16727,177,326.736008
-43.52216,134,326.737837
-98.723,150,326.741354
-77.35861,178,326.755088
-325.62793,300,326.781927
-320.49457,293,326.791452
-571.1045,287,326.795874
-536.51544,288,326.808966
-44.986343,247,326.809007
-817.28644,300,326.838722
-270.99734,300,326.849355
-36.89894,167,326.85828
-126.80013,234,326.872653
-91.63868,222,326.879283
-471.2932,300,326.883825
-163.38145,206,326.919053
-82.3879,128,326.925653
-124.588974,149,326.932506
-337.5083,220,326.942963
-254.15138,231,326.951081
-59.054253,161,326.95699
-35.47594,131,326.958756
-297.0232,230,326.969404
-242.24388,222,326.996763
-847.5624,300,327.023572
-64.56183,172,327.045705
-146.89264,211,327.046735
-245.97021,288,327.050653
-61.48788,158,327.09403
-204.00223,183,327.107531
-529.2708,267,327.131554
-363.15417,300,327.141272
-249.80801,235,327.143605
-314.48703,287,327.144637
-94.5111,151,327.170326
-350.4287,226,327.178726
-417.21143,263,327.180789
-219.16249,245,327.235227
-353.57504,300,327.241982
-135.04875,300,327.24893
-1010.54816,300,327.263429
-160.28654,195,327.33989
-496.8368,300,327.345001
-768.4214,300,327.346216
-648.7145,298,327.348406
-484.11057,259,327.354629
-114.863525,264,327.374038
-251.16121,210,327.383289
-238.35156,243,327.391503
-116.34809,250,327.399702
-26.429607,136,327.404183
-2.1105802,67,327.414369
-430.85538,240,327.422724
-160.59322,300,327.438606
-491.8794,291,327.481302
-15.869024,102,327.494763
-507.39206,251,327.501966
-183.56888,275,327.542631
-587.80023,284,327.545507
-135.05534,180,327.549174
-143.77892,191,327.580548
-27.972193,125,327.616148
-285.35562,260,327.618318
-44.340343,131,327.633903
-192.74532,270,327.635119
-190.55467,202,327.640889
-211.32846,277,327.643903
-445.29208,256,327.674407
-484.76492,272,327.695553
-52.64083,247,327.704027
-344.4119,300,327.71239
-77.23941,279,327.713665
-7.836561,94,327.739595
-197.97554,190,327.74784
-33.80566,111,327.760366
-82.05666,211,327.766133
-394.05728,254,327.769189
-151.80319,210,327.800265
-1.4616424,190,327.817031
-532.7772,300,327.856105
-430.4896,235,327.862514
-37.087746,145,327.864554
-282.27563,248,327.933832
-311.68665,221,327.935137
5.928945,74,327.942243
-707.6384,300,327.950338
-399.08057,300,327.951571
-111.58391,150,327.976212
-161.61978,250,327.977431
-84.47971,229,327.982086
-502.93884,282,327.994498
-288.94586,231,328.015775
-158.91307,262,328.043881
-492.42215,280,328.044853
-370.6459,234,328.048946
-784.36664,300,328.078566
-248.39903,227,328.097837
-65.67686,115,328.120367
-62.83948,136,328.126552
-82.349846,148,328.142397
-124.986916,267,328.157873
-306.64,214,328.180558
-182.7453,214,328.189702
-26.011484,92,328.235282
-215.76021,269,328.238674
-34.60957,278,328.249589
-195.3088,188,328.261149
-56.57037,178,343.04437
-463.9644,300,343.047119
-126.30784,175,343.064841
-119.08506,260,343.072524
-158.37723,300,343.084614
-29.284609,147,343.124007
-517.65076,272,343.12906
-44.579655,182,343.134184
-2.093642,67,343.149442
-665.82153,300,343.15828
-51.29157,175,343.211881
-126.48023,170,343.218141
-409.8016,285,343.224412
-78.99187,164,343.224459
-408.97644,300,343.261129
-609.81067,300,343.294823
-175.29626,270,343.312895
-31.414894,99,343.320112
-115.01961,237,343.328204
-290.9778,260,343.350425
-78.82466,121,343.353468
-77.93978,206,343.358758
-135.87662,185,343.364772
-492.56302,282,343.392857
-490.29794,248,343.403942
-617.80676,300,343.420323
-90.29692,198,343.424335
-468.03485,265,343.424376
-8.657365,67,343.458423
-733.9318,300,343.470109
-34.37882,156,343.504156
-153.34499,300,343.528658
-120.0282,225,343.535304
-291.10205,195,343.543835
0.44760805,221,343.545688
-158.50809,261,343.553168
-290.87448,300,343.559455
-424.6741,243,343.597234
-648.3515,300,343.60984
-126.14637,216,343.630751
-92.238266,219,343.633856
-276.41214,300,343.647345
-606.1107,290,343.680361
-293.7402,230,343.687731
-13.465897,84,343.690673
-125.15203,300,343.705434
-196.85236,201,343.739964
-561.4202,300,343.740945
2.117126,112,343.750418
-125.01572,227,343.756848
-180.21834,218,343.762245
-392.9218,257,343.767523
-312.0687,255,343.771927
-637.5839,300,343.782849
-76.47411,177,343.794157
-206.5068,284,343.807938
-251.0671,189,343.808893
-162.44489,169,343.844277
-201.37775,193,343.86021
-296.0595,300,343.880409
-19.350128,123,343.886194
-12.249333,86,343.893817
-163.43474,169,343.904645
-134.09573,229,343.925072
-275.8414,199,343.949788
-412.4791,300,343.977797
-198.32379,211,343.977841
-250.01384,241,343.984066
-458.1746,277,344.00685
-398.47852,245,344.035454
-56.327217,157,344.050633
-171.47064,277,344.05938
-115.21022,300,344.059416
-65.30223,160,344.066271
-447.3176,267,344.077448
-197.15347,213,344.097834
-391.8181,262,344.109558
-74.32909,130,344.111356
-174.5144,253,344.140127
-29.897303,220,344.14525
-264.03058,204,344.15529
-28.392061,150,344.161353
-159.82457,300,344.16241
-33.1711,117,344.16861
-5.5973167,102,344.197692
-104.58702,161,344.199717
-61.757465,126,344.200809
-218.90962,241,344.2253
-140.5141,153,344.257202
-37.376842,105,344.260072
-319.45786,217,344.267931
-216.64198,300,344.272326
-56.08576,226,344.276004
-80.9274,132,344.289953
-80.11914,178,344.320267
-374.6763,221,344.345422
-742.78687,300,344.34816
-0.7827953,83,344.351021
-3.577641,300,344.387356
-21.261131,131,344.409719
-125.162506,208,344.413296
-657.95465,300,344.422261
-90.72833,179,344.422299
-142.01399,170,344.426946
-58.06584,178,344.429735
-813.96423,300,344.437842
-544.20123,272,344.447115
-920.83594,300,344.468864
-376.64172,300,344.470773
-19.83893,87,344.504426
-169.99478,181,344.514148
-984.8488,300,344.527807
-46.119762,119,344.528887
-43.33502,142,344.550829
-189.76509,232,344.557875
-92.25024,175,344.571164
-946.5238,300,344.597658
-341.71686,276,344.604441
-92.5193,242,344.613615
-252.82312,262,344.67298
-218.73828,247,344.67659
-429.60953,284,344.676638
-325.61038,267,344.686374
-97.0833,207,344.700394
-95.879654,181,344.722134
-75.64514,166,344.72612
-702.58655,300,344.752752
-625.335,300,344.755723
-40.985012,157,344.764178
-273.97693,286,344.79474
-847.38196,300,344.823801
-761.4189,299,344.82385
-551.4687,276,344.830356
-47.10561,181,344.858491
-501.50616,267,344.865247
-225.50818,279,344.870399
-69.973526,253,344.92507
-71.40935,162,344.926201
-24.963663,172,344.926244
-165.31586,181,344.938258
-17.62819,97,344.959337
-115.74299,255,344.96137
-152.87434,244,344.976021
-999.4453,300,344.982502
-395.50317,256,344.990907
-398.79233,300,344.991921
-138.28337,168,345.000889
-282.633,248,359.532394
-707.2588,300,359.574185
-24.966913,142,359.604789
-118.15626,192,359.613351
-113.6148,183,359.615782
-819.19867,300,359.615822
-30.483774,131,359.621901
-68.06142,207,359.631606
-278.45206,273,359.636428
-115.99112,279,359.649868
-272.26196,207,359.692167
-136.85532,234,359.698383
-132.07086,215,359.71474
-301.46994,245,359.714792
-197.06616,227,359.727121
-878.29877,300,359.740473
-62.995667,148,359.800722
-66.26634,144,359.80078
-147.25722,195,359.806792
-207.00021,172,359.811762
-77.86727,130,359.837806
-106.23678,200,359.849928
-360.59506,219,359.8552
-85.58871,216,359.86114
-150.04745,159,359.884836
-372.17365,300,359.892771
-121.16758,168,359.89408
-237.90515,194,359.907302
-159.64665,267,359.912091
-418.6338,251,359.924027
-74.74913,158,359.973263
-85.62429,141,359.979241
-13.874518,72,359.984457
-54.74639,151,360.001951
-110.53644,150,360.012294
-208.93155,212,360.019319
-169.15157,300,360.038269
-360.2734,234,360.041473
-866.118,300,360.051323
-306.20734,244,360.056401
-113.93698,187,360.083765
-115.92608,210,360.099954
-493.3965,245,360.10502
-40.46646,121,360.142203
-166.94106,236,360.146065
-307.9331,233,360.160042
-93.52479,136,360.19465
-286.1749,300,360.197715
-141.52408,164,360.205839
-159.68054,243,360.229364
-142.3581,239,360.230664
-82.63756,136,360.246436
-291.41885,221,360.274345
-614.25604,260,360.284984
-454.26428,300,360.287316
-124.818504,282,360.297886
-38.388298,142,360.314636
-575.68536,279,360.346866
-282.93887,199,360.363168
-170.96922,300,360.406736
-842.6868,300,360.424262
-531.76965,265,360.434946
-0.48222893,238,360.474158
-147.45876,183,360.520078
-438.14932,261,360.52221
-678.1188,300,360.52922
-958.8676,300,360.532589
-653.11194,300,360.563214
-78.734665,133,360.569964
-822.17926,300,360.578354
-122.760605,203,360.588612
-659.88293,286,360.601975
-1191.0261,300,360.607729
-126.31974,300,360.620829
-180.33073,300,360.631611
-1.272385,79,360.664943
-871.0018,300,360.679759
-41.864464,160,360.695729
-218.94032,300,360.732898
-8.2156105,124,360.751082
-156.86632,176,360.758488
-172.91074,300,360.758521
-70.611855,235,360.772161
-752.35486,300,360.795498
-117.24878,292,360.843981
-654.615,300,360.857353
-165.24492,276,360.862211
-164.77917,242,360.863417
-178.47905,267,360.877733
-145.17111,188,360.901353
-123.7103,211,360.910333
-126.03489,284,360.91572
-426.72437,233,360.919294
-607.93726,280,360.935344
-144.18686,178,360.948206
-254.1128,205,360.959116
-23.85124,118,360.992163
-144.85399,219,361.013662
-439.96115,247,361.030342
-154.13664,215,361.03363
-44.93467,138,361.059972
-926.25995,300,361.086661
-37.264008,202,361.118567
-333.90448,257,361.143018
-209.8531,203,361.154078
-175.54724,223,361.156324
-693.4559,286,361.169443
-207.56638,300,361.172624
-466.60526,236,361.173843
-757.8655,300,361.202788
-501.55695,282,361.250903
-29.084421,92,361.267311
-106.20854,199,361.272809
-161.0813,300,361.281726
-392.74503,238,361.285982
-353.48526,235,361.286015
-15.613885,176,361.307857
-697.18054,300,361.314109
-693.98987,300,361.33485
-134.10634,171,361.336109
-455.61206,271,361.376101
-91.196106,164,361.377226
-141.39922,226,361.41288
-87.086426,288,361.448463
-189.75761,180,361.456747
-557.0016,273,361.460932
-254.6428,300,361.473463
-264.04688,205,361.488258
-153.36322,172,361.488295
-213.2905,204,361.499671
-429.7974,243,361.506871
-28.00529,138,361.521488
-146.45148,191,361.534844
-288.98343,219,361.564666
-532.67456,275,361.568806
-43.9948,195,361.579162
-539.06506,300,361.598751
-97.29837,146,361.608293
-513.9556,300,361.627065
-196.35663,224,361.645915
-68.73163,176,361.673027
-42.173904,174,361.691065
-260.3632,216,361.702167
-10.685573,122,361.710978
-229.3559,286,376.40341
-261.56793,300,376.407092
-54.11602,189,376.414224
-95.773056,235,376.430308
-138.75694,272,376.433967
-150.92844,166,376.454311
-816.4908,300,376.454354
-213.42796,191,376.463033
-573.4923,288,376.478816
-101.94068,155,376.492215
-187.18703,280,376.521876
-269.24216,207,376.527966
-81.49256,152,376.53164
-175.94943,268,376.5474
-33.840275,119,376.552403
-73.490326,138,376.599866
-88.94304,224,376.608492
-35.53946,173,376.623281
-148.9173,191,376.636801
-7.787324,98,376.641373
-173.83817,173,376.664613
-233.60408,190,376.675406
-253.89104,300,376.67798
-143.71004,150,376.692528
-16.19818,129,376.696937
-256.64996,232,376.703884
-137.76305,225,376.713309
-306.51733,222,376.739676
-36.95337,144,376.755514
-322.94128,224,376.78182
0.4756733,59,376.793801
-128.75262,201,376.800765
-893.37964,300,376.801718
-103.96999,156,376.816624
-115.77445,149,376.819502
-75.44186,139,376.82329
-241.49602,216,376.835685
-264.35593,201,376.837644
-835.77,300,376.841385
-30.574842,147,376.841412
-155.03596,254,376.883023
-22.142288,110,376.884897
-229.95123,192,376.892165
-122.14765,159,376.947481
-53.73448,175,376.955643
-459.35953,300,376.96017
-13.811798,88,376.963097
-94.90309,140,376.964033
-100.34649,163,376.973269
-564.1304,300,376.975211
-177.3098,266,377.00127
-215.45766,206,377.030929
-189.48141,250,377.047417
-254.97684,289,377.068464
0.0775544,103,377.070313
-179.20149,210,377.077771
-214.11711,261,377.081393
-402.0955,266,377.082335
-65.12951,158,377.093323
-627.62177,300,377.096141
-117.39174,158,377.106526
-48.19316,114,377.135927
-142.10449,271,377.141636
-267.17175,204,377.151364
-119.39769,177,377.163925
-240.51538,226,377.16396
-45.16567,211,377.167526
-74.687294,121,377.179536
-157.15349,176,377.20866
-596.6744,300,377.240243
-68.399055,130,377.262118
-77.016685,133,377.275954
-21.38203,116,377.27703
-219.60188,237,377.290355
-282.53824,230,377.309258
-533.4638,247,377.310323
-167.08266,243,377.3185
-574.78296,297,377.351942
-555.5785,297,377.35652
-473.55078,296,377.379975
-109.32161,265,377.381092
-247.61345,241,377.403868
-371.26486,259,377.404859
-36.267757,122,377.42377
-21.025133,176,377.43909
-7.4269233,94,377.441088
-0.61115813,249,377.442075
-222.53896,300,377.444049
-308.73444,216,377.463317
-460.94666,251,377.475307
-277.74847,216,377.491296
-147.1182,196,377.501569
-378.367,247,377.506067
-8.300587,82,377.51844
-4.2901664,68,377.539445
-174.61269,175,377.544963
-159.41385,268,377.559476
-176.15063,216,377.559517
-162.28671,201,377.569806
-145.94203,198,377.588679
-72.442604,175,377.601879
-31.214111,111,377.604808
-145.34747,227,377.654907
-250.81937,253,377.659946
-289.564,221,377.669924
-948.15393,300,377.686496
-96.5853,172,377.700674
-246.97101,227,377.719249
-136.26254,300,377.722103
-157.86075,218,377.723296
-246.06319,210,377.741192
-102.95177,195,377.753132
-293.0497,210,377.757174
2.6247115,78,377.760128
-352.30258,220,377.766793
-627.65393,300,377.773543
-240.37085,251,377.830697
-95.48498,142,377.841578
-28.305,109,377.864656
-626.61615,270,377.868539
-696.86365,300,377.8943
-43.25637,171,377.912933
-175.35614,270,377.920624
-266.58255,265,377.920659
-76.6261,206,377.927429
-129.25441,207,377.927458
-2.9967916,90,377.929488
-123.768326,188,377.947557
-101.72613,190,377.962885
-643.9818,300,377.963792
-182.04803,208,377.973264
-2.1363466,71,377.982834
-250.27786,241,377.996393
-101.32734,173,378.001044
-669.64655,300,378.014682
-57.941353,189,378.049479
-238.27817,195,378.079264
-200.52737,195,378.112588
-239.36743,202,378.117234
-273.0848,271,378.121212
-138.9735,177,378.1389
-459.21265,237,378.149801
-79.75854,224,378.1572
-268.7303,211,378.161032
-189.478,198,378.165886
-149.16266,277,378.180681
-663.038,288,378.190731
-63.509785,217,378.202365
-349.2178,256,378.236392
-404.21268,238,378.237382
-566.28033,293,378.239228
-121.155716,174,378.278473
-66.60299,172,378.281612
-8.675543,140,378.2924
-431.09457,260,378.295429
-78.99174,153,378.297466
-420.21045,260,378.327402
-58.799015,157,378.333396
-193.65984,186,378.346037
-390.46088,248,378.358906
-183.95538,245,378.375059
-121.985115,150,378.385954
-38.942013,254,392.888957
-50.802258,148,392.912387
-188.14742,235,392.926925
-100.398705,213,392.947377
-71.375175,171,392.964861
-29.029608,107,392.972422
-287.00397,242,392.983287
-155.65262,184,392.986988
-578.8074,300,392.998421
-281.23996,232,393.030282
-19.936375,114,393.064473
-149.77512,251,393.104201
-404.21945,259,393.118303
-355.83676,300,393.122515
-447.14053,260,393.13232
-79.03831,173,393.133333
-221.85387,233,393.135309
-260.2785,224,393.136324
-41.026684,146,393.150313
-49.017544,150,393.151374
-77.11555,171,393.164598
-58.543568,187,393.176286
-42.261433,115,393.181267
-275.77966,300,393.237445
-371.81738,267,393.242679
-16.544939,105,393.25816
-91.58882,223,393.264264
-14.866879,94,393.277572
-73.20666,160,393.285712
-8.795591,157,393.296568
-122.17031,197,393.304666
-21.360744,145,393.312933
-454.23843,300,393.317055
-154.24036,183,393.320305
-231.26051,198,393.334652
-262.41553,234,393.374114
4.178157,70,393.37604
-546.0519,268,393.390072
4.9512115,58,393.391993
-245.96301,217,393.395807
-8.803408,110,393.395836
-391.08386,252,393.40612
-37.745728,106,393.417091
-154.01793,206,393.444644
-21.570919,102,393.468902
-5.8490496,81,393.46894
-316.15338,233,393.487933
-78.96817,249,393.496968
-237.52571,215,393.500473
-103.43251,147,393.507565
-360.07843,300,393.524579
-129.46248,159,393.549238
-261.07108,300,393.560271
-55.932636,107,393.56577
-406.5341,287,393.585721
-266.48456,214,393.588351
-91.34561,300,393.594586
-130.35124,231,393.599934
-53.075542,140,393.649462
-380.94574,294,393.653832
-60.352844,172,393.653863
-585.8598,275,393.662829
-377.36826,250,393.668221
-88.81814,138,393.68282
-122.43079,223,393.687212
-181.85716,218,393.691644
-162.09412,222,393.706215
-451.95166,269,393.709761
-42.923916,141,393.727133
-37.666973,107,393.765177
-173.60226,185,393.766634
-68.100044,219,393.768113
-140.4462,206,393.782498
-105.30477,149,393.797757
-146.08012,232,393.803161
6.604456,75,393.803192
-267.22928,284,393.813076
-57.40106,116,393.820099
-23.973295,181,393.821862
-38.594383,178,393.83834
-280.047,206,393.849435
6.5766516,53,393.860941
-41.250156,100,393.872719
-201.0936,197,393.87469
-49.130634,166,393.919529
-44.8743,134,393.924139
-183.5342,187,393.940619
-558.305,265,393.941695
-510.3643,264,393.959995
-1229.8588,300,393.965592
-352.40668,250,394.00112
-87.16569,136,394.004022
-216.91608,178,394.017459
-322.5038,218,394.027009
-262.4978,267,394.046518
-328.4107,256,394.058834
-522.9185,279,394.062743
-161.51611,226,394.072483
-45.065536,142,394.075183
-425.425,244,394.10142
-579.9792,289,394.108259
-30.548115,124,394.115834
-87.56383,178,394.128137
-28.793167,178,394.133447
-326.5873,232,394.138791
-235.52477,250,394.159714
-295.09366,251,394.17669
-127.43716,233,394.239192
-247.19212,194,394.240231
-295.4902,210,394.251735
-245.77942,225,394.252819
-33.31636,104,394.254785
-112.56119,170,394.271738
-685.60913,298,394.278494
-359.19092,221,394.279549
8.374176,46,394.283492
-146.0823,300,394.295378
-449.25183,244,394.339557
-330.29117,226,394.342415
-159.70818,214,394.342451
-461.5485,258,394.346415
-104.51601,183,394.352758
-984.22156,300,394.356217
-505.10184,244,394.364336
-34.193024,118,394.39377
-141.18448,159,394.394807
-12.229358,83,394.416125
-37.783127,109,394.463531
-20.164028,200,394.475836
-410.2472,237,394.486331
-225.24095,222,394.490567
-423.20996,249,394.499629
-50.14441,125,394.525346
-154.37883,229,394.526528
-147.48148,280,394.534142
9.743653,40,394.537565
-247.55614,186,394.542058
-263.69366,300,394.583507
-408.79355,250,394.59402
-23.617332,91,394.595012
-3.175627,86,394.618553
-480.37805,300,394.641026
-403.7006,300,394.644814
-29.897718,121,394.644855
-165.19026,171,394.644865
-220.02861,233,394.653565
-764.951,300,394.655409
-15.605993,118,394.655435
-72.86927,181,394.663833
-379.36584,269,394.664813
-198.26096,198,394.687056
-80.894516,168,394.698992
-132.82669,208,394.725463
2.534649,62,394.746256
-142.52603,175,394.752752
-119.8348,143,394.75871
-19.501785,138,394.786155
-63.414207,198,394.793382
-29.780693,164,394.823819
-39.28394,160,394.829915
-143.57777,205,394.848755
-64.344505,199,394.865193
-338.56207,230,394.88494
-174.6491,300,394.892134
2.6439,101,394.892169
-95.93562,140,409.075896
-400.6471,247,409.081426
-470.89197,285,409.130014
-528.932,286,409.131902
-136.91281,202,409.135523
-170.30945,179,409.137354
1.5096709,69,409.167588
-560.67285,252,409.169444
-88.81396,124,409.190947
-17.955322,103,409.22429
-463.74548,258,409.242594
-35.59795,160,409.260516
-277.55127,207,409.264171
-42.148518,155,409.297298
-64.05107,166,409.305503
-81.08449,176,409.306534
-491.70374,300,409.323331
-528.7416,266,409.333655
-82.52876,148,409.345979
-35.295174,173,409.34722
-85.77389,183,409.362761
-180.50806,191,409.37352
-17.01901,80,409.388765
-23.117907,174,409.395193
-237.07542,241,409.422592
-22.18719,111,409.427551
-50.56276,117,409.459481
-271.27536,206,409.480438
-371.89606,241,409.499822
-873.66534,300,409.502785
-194.80083,181,409.514006
-423.3147,254,409.531063
-804.07806,300,409.54333
-76.59284,195,409.546417
-105.20762,232,409.548448
-235.40991,194,409.568821
-207.52124,188,409.581931
-267.24283,216,409.581969
-373.73737,222,409.610178
-464.3308,279,409.631789
-46.26442,135,409.637831
-212.77115,173,409.653255
-167.14743,239,409.661554
-326.64377,252,409.68273
-157.11552,181,409.684923
-141.07047,238,409.703462
-126.86137,178,409.732338
-92.973305,150,409.744497
-7.596844,112,409.764594
-152.86885,224,409.771266
-96.47423,230,409.796635
-27.833853,102,409.803845
-622.8681,300,409.839734
-234.2382,183,409.840961
-48.377625,136,409.840993
0.85593843,91,409.850651
-440.21344,244,409.854024
-823.534,300,409.880263
-734.74133,300,409.903727
-562.2011,266,409.911375
-316.624,226,409.914723
-435.5469,260,409.962166
-35.266582,121,409.977663
-226.37427,185,409.982851
-13.453431,134,409.992097
-14.841145,85,410.00861
-101.21754,190,410.019692
-118.99675,277,410.021051
-397.60187,267,410.03809
-92.89297,130,410.057496
-25.337767,234,410.062897
-85.9959,159,410.081173
-208.79468,235,410.10361
-719.08215,300,410.103652
-236.69714,227,410.107159
-43.979416,130,410.13578
-124.45938,167,410.144952
-200.86185,245,410.151252
-6.902648,68,410.17855
-730.34607,300,410.18065
-70.62459,152,410.219671
-169.89925,178,410.231067
-149.94199,161,410.236799
-68.08142,153,410.247228
-87.40699,137,410.253802
-338.72745,234,410.264311
-576.13324,264,410.270317
-290.36035,244,410.284995
2.7623765,64,410.298721
-387.00565,300,410.302974
-74.5209,188,410.306361
-560.022,292,410.334765
-169.10103,171,410.364795
-123.33223,206,410.370694
-2.0920737,68,410.373753
-114.38929,152,410.380249
-184.57727,258,410.414382
-297.83356,231,410.421908
-186.9812,181,410.439268
-163.41278,299,410.448218
-204.47049,182,410.45605
-110.99313,194,410.480015
-375.72644,220,410.485867
-205.9716,191,410.496944
-95.26164,136,410.49804
-34.367577,88,410.502546
-152.33391,264,410.514308
-213.42856,200,410.534437
-145.91373,170,410.539794
-1189.9047,300,410.541983
-341.02014,250,410.551107
-0.3753542,171,410.551147
-19.539684,105,410.553144
-99.187454,135,410.574076
-117.80784,163,410.587142
-369.06805,222,410.597377
-237.01657,205,410.661692
-4.298686,147,410.702901
-191.60704,212,410.702951
-191.96149,197,410.703914
-138.02058,192,410.70988
-182.73016,185,410.722604
-569.9085,239,410.741597
-293.5743,209,410.763708
-449.55334,279,410.764781
-445.56625,268,410.771029
-6.13759,73,410.775869
-278.729,226,410.779699
-394.54053,243,410.78635
-12.648799,89,410.80151
-63.71293,143,410.812099
-192.68837,232,410.829232
-536.23724,277,410.831982
-10.960712,120,410.833239
-39.021675,129,410.846553
0.32073662,259,410.872962
-608.2063,300,410.895517
-177.32613,156,410.915775
-133.5571,216,410.955756
-100.92869,158,410.981023
-93.40193,206,410.985162
-114.97974,173,410.988163
-163.72855,199,410.991091
-322.9113,220,410.999677
-292.32504,207,411.007569
-94.895035,221,411.055775
-52.182266,114,411.064805
-207.77788,198,411.066712
-815.2739,300,411.081998
-463.66116,252,411.08598
-22.669348,109,411.088778
-776.7197,300,411.090692
-373.86548,297,411.127508
-588.8775,292,411.13441
-336.9573,229,411.135339
-75.192894,162,411.153625
-514.10474,284,411.167487
-57.65551,109,411.188523
-352.64813,213,411.193741
-12.068736,76,411.20911
-157.64322,150,411.212676
-109.929146,254,411.225836
-171.00551,249,411.230574
-353.51413,236,411.235112
-179.33737,207,411.271
-179.2514,187,411.278127
-122.88079,149,425.814092
-92.76885,209,425.828406
-214.80054,187,425.849639
-128.99477,270,425.860967
-6.659942,89,425.861022
-303.53125,193,425.911355
-4.96003,87,425.912715
-440.28564,300,425.938846
-570.6249,274,425.995563
-37.197517,219,425.995645
-368.66028,225,426.007013
-160.47449,222,426.018401
-149.7354,278,426.041012
-651.31006,300,426.059238
-301.20435,225,426.065011
-141.81506,200,426.067175
-561.69965,271,426.081664
-518.72943,245,426.104751
-344.1212,222,426.119335
-54.66907,182,426.120347
-143.39952,185,426.122277
-328.74722,241,426.129068
-106.01015,134,426.14713
-235.25708,194,426.152002
-113.53353,180,426.181366
-55.102055,116,426.182432
-681.24756,299,426.194125
-21.25231,86,426.202755
2.643356,76,426.223446
-78.12236,130,426.23287
-55.157204,221,426.243834
-175.09756,169,426.250507
-390.3669,215,426.275074
-68.80492,157,426.281657
-14.560272,167,426.282642
-897.7452,300,426.299277
-5.1981106,66,426.30672
-159.41257,245,426.310545
-127.59602,205,426.321138
-164.12727,297,426.336562
-72.085106,136,426.351619
-97.356285,186,426.360911
-231.47658,194,426.387996
-247.56635,205,426.389859
-36.8338,106,426.410306
-399.58423,300,426.439403
-337.95035,238,426.456592
-98.626915,168,426.456646
-314.32843,232,426.468365
-891.0362,300,426.468397
-330.13492,217,426.478644
-22.38529,166,426.491092
-385.8813,240,426.505177
-62.11551,156,426.505208
-31.190706,117,426.516502
-282.7307,270,426.532329
-97.90691,170,426.544502
-488.18927,274,426.558449
-230.20525,190,426.56144
-79.2728,265,426.564452
-39.651436,133,426.577051
-587.57086,274,426.605998
-30.995876,125,426.6233
-82.65756,133,426.631117
-206.51167,175,426.655227
-409.82657,233,426.65624
-400.08792,230,426.672259
-111.10959,221,426.68729
-155.69063,160,426.687326
-228.56168,185,426.693716
-135.02281,188,426.724818
-605.31244,279,426.729716
-428.93182,279,426.729748
-212.2986,200,426.757799
-429.93613,223,426.773809
-344.9542,225,426.778337
-241.01895,216,426.784606
-218.39973,196,426.814826
-232.41672,224,426.817749
-17.914814,155,426.830186
-7.778286,115,426.836393
-44.39442,159,426.839876
-45.514088,119,426.839905
-75.912834,116,426.86173
-364.75336,260,426.864414
-77.75018,138,426.896292
-77.28765,127,426.897287
-422.52014,251,426.915754
-28.623951,103,426.922996
-754.6099,300,426.933265
-191.45773,300,426.934447
-634.01404,294,426.945554
-94.72387,199,426.961324
-27.535936,117,426.972619
-124.94218,292,426.9963
-127.72445,175,427.002377
-166.98743,213,427.01118
-85.52056,144,427.031984
-0.9202993,118,427.033756
-22.500261,119,427.04438
-281.73477,228,427.050077
-135.07446,156,427.063115
-116.15099,266,427.06315
-354.01202,268,427.085835
-390.41797,239,427.088677
-9.15567,70,427.098603
2.4065974,110,427.105653
-168.42989,193,427.115995
-200.99333,234,427.120235
-2.2572463,69,427.131416
-36.80391,96,427.146089
-74.26406,139,427.146124
-131.63936,273,427.20844
-58.77859,124,427.21364
-538.56775,268,427.221032
